station_id,lat,lon,species,value,timestamp
5548,12.9135218,77.5950804,pm25,35.13,2019-07-11T11:30:00+00:00
5548,12.9135218,77.5950804,pm25,29.28,2019-07-11T11:45:00+00:00
5548,12.9135218,77.5950804,pm25,28.47,2019-07-11T12:00:00+00:00
5548,12.9135218,77.5950804,pm25,28.47,2019-07-11T12:15:00+00:00
5548,12.9135218,77.5950804,pm25,28.47,2019-07-11T12:30:00+00:00
5548,12.9135218,77.5950804,pm25,36.15,2019-07-11T12:45:00+00:00
5548,12.9135218,77.5950804,pm25,37.23,2019-07-11T13:00:00+00:00
5548,12.9135218,77.5950804,pm25,37.23,2019-07-11T13:15:00+00:00
5548,12.9135218,77.5950804,pm25,37.23,2019-07-11T13:30:00+00:00
5548,12.9135218,77.5950804,pm25,37.66,2019-07-11T13:45:00+00:00
5548,12.9135218,77.5950804,pm25,37.72,2019-07-11T14:00:00+00:00
5548,12.9135218,77.5950804,pm25,37.72,2019-07-11T14:15:00+00:00
5548,12.9135218,77.5950804,pm25,37.72,2019-07-11T14:30:00+00:00
5548,12.9135218,77.5950804,pm25,30.28,2019-07-11T14:45:00+00:00
5548,12.9135218,77.5950804,pm25,29.25,2019-07-11T15:00:00+00:00
5548,12.9135218,77.5950804,pm25,29.25,2019-07-11T15:15:00+00:00
5548,12.9135218,77.5950804,pm25,29.25,2019-07-11T15:30:00+00:00
5548,12.9135218,77.5950804,pm25,30.46,2019-07-11T15:45:00+00:00
5548,12.9135218,77.5950804,pm25,30.63,2019-07-11T16:00:00+00:00
5548,12.9135218,77.5950804,pm25,30.63,2019-07-11T16:15:00+00:00
5548,12.9135218,77.5950804,pm25,30.63,2019-07-11T16:30:00+00:00
5548,12.9135218,77.5950804,pm25,33.96,2019-07-11T16:45:00+00:00
5548,12.9135218,77.5950804,pm25,34.42,2019-07-11T17:00:00+00:00
5548,12.9135218,77.5950804,pm25,34.42,2019-07-11T17:15:00+00:00
5548,12.9135218,77.5950804,pm25,34.42,2019-07-11T17:30:00+00:00
5548,12.9135218,77.5950804,pm25,32.42,2019-07-11T17:45:00+00:00
5548,12.9135218,77.5950804,pm25,32.14,2019-07-11T18:00:00+00:00
5548,12.9135218,77.5950804,pm25,32.14,2019-07-11T18:15:00+00:00
5548,12.9135218,77.5950804,pm25,32.14,2019-07-11T18:30:00+00:00
5548,12.9135218,77.5950804,co,0.83,2019-07-11T11:30:00+00:00
5548,12.9135218,77.5950804,co,1.01,2019-07-11T11:45:00+00:00
5548,12.9135218,77.5950804,co,0.71,2019-07-11T12:00:00+00:00
5548,12.9135218,77.5950804,co,0.76,2019-07-11T12:15:00+00:00
5548,12.9135218,77.5950804,co,0.8,2019-07-11T12:30:00+00:00
5548,12.9135218,77.5950804,co,0.81,2019-07-11T12:45:00+00:00
5548,12.9135218,77.5950804,co,0.83,2019-07-11T13:00:00+00:00
5548,12.9135218,77.5950804,co,1.08,2019-07-11T13:15:00+00:00
5548,12.9135218,77.5950804,co,1.08,2019-07-11T13:30:00+00:00
5548,12.9135218,77.5950804,co,0.98,2019-07-11T13:45:00+00:00
5548,12.9135218,77.5950804,co,0.94,2019-07-11T14:00:00+00:00
5548,12.9135218,77.5950804,co,1.32,2019-07-11T14:15:00+00:00
5548,12.9135218,77.5950804,co,1.26,2019-07-11T14:30:00+00:00
