2019-07-12,06,28.6,18.7,55,,,230,3.6,,,,
2019-07-12,09,31.0,18.4,47,,,230,9.4,,,,
2019-07-12,12,29.4,16.9,47,,,230,7.6,,,,
2019-07-12,15,25.0,18.0,65,,,230,3.6,,,,
2019-07-12,18,23.4,18.5,74,,,230,3.6,,,,
2019-07-12,21,21.6,18.8,84,,,230,3.6,,,,
2019-07-13,00,21.0,19.1,89,,,230,3.6,,,,
2019-07-13,03,22.8,19.6,82,,,230,7.6,,,,
2019-07-13,06,26.6,19.0,63,,,180,7.6,,,,
2019-07-13,09,29.4,18.5,52,,,230,5.4,,,,
2019-07-13,12,29.4,18.2,51,,,230,5.4,,,,
2019-07-13,15,27.2,18.8,60,,,230,3.6,,,,
2019-07-13,18,23.0,21.3,90,,,230,3.6,,,,
2019-07-13,21,22.0,19.5,86,,,230,3.6,,,,
2019-07-14,00,21.6,20.1,91,,,230,3.6,,,,
2019-07-14,03,22.6,19.9,85,,,230,7.6,,,,
2019-07-14,06,27.0,18.6,60,,,230,5.4,,,,
2019-07-14,09,29.4,17.9,50,,,230,11.2,,,,
2019-07-14,12,28.6,15.9,46,,,230,7.6,,,,
2019-07-14,15,23.4,18.3,73,,,230,11.2,,,,
2019-07-14,18,22.8,18.8,78,,,230,11.2,,,,
2019-07-14,21,22.2,19.2,83,,,230,7.6,,,,
2019-07-15,00,21.4,19.3,88,,,230,5.4,,,,
2019-07-15,03,22.8,19.6,82,,,230,7.6,,,,
2019-07-15,06,27.0,19.1,62,,,230,3.6,,,,
2019-07-15,09,29.4,18.5,52,,,230,3.6,,,,
2019-07-15,12,,,,,,20,,,,,
2019-07-15,15,23.2,22.4,95,,,180,7.6,,,,
2019-07-15,18,23.0,21.8,93,,,230,5.4,,,,
2019-07-15,21,22.2,21.0,93,,,230,5.4,,,,
2019-07-16,00,21.4,20.2,93,,,230,7.6,,,,
2019-07-16,03,22.2,20.1,88,,,230,3.6,,,,
2019-07-16,06,27.4,18.7,59,,,230,3.6,,,,
2019-07-16,09,29.8,17.9,49,,,230,3.6,,,,
2019-07-16,12,28.8,18.0,52,,,230,3.6,,,,
2019-07-16,15,24.8,19.2,71,,,230,5.4,,,,
2019-07-16,18,22.0,20.5,91,,,230,5.4,,,,
2019-07-16,21,22.0,19.5,86,,,230,5.4,,,,
2019-07-17,00,21.0,19.5,91,,,230,5.4,,,,
2019-07-17,03,23.4,19.5,79,,,250,9.4,,,,
2019-07-17,06,26.0,19.4,67,,,320,7.6,,,,
2019-07-17,09,28.8,18.9,55,,,320,5.4,,,,
2019-07-17,12,28.0,17.5,53,,,320,5.4,,,,
2019-07-17,15,26.3,19.9,68,,,230,3.6,,,,
2019-07-17,18,22.8,21.3,91,,,,0.0,,,,
2019-07-17,21,22.0,21.2,95,,,230,3.6,,,,
2019-07-18,00,21.8,20.6,93,,,230,7.6,,,,
2019-07-18,03,22.8,20.1,85,,,230,5.4,,,,
2019-07-18,06,26.4,20.3,69,,,290,5.4,,,,
2019-07-18,09,26.0,20.3,71,,,270,7.6,,,,
2019-07-18,12,26.6,20.7,70,,,270,3.6,,,,
2019-07-18,15,25.6,20.4,73,,,,0.0,,,,
2019-07-18,18,22.6,20.5,88,,,230,9.4,,,,
2019-07-18,21,22.2,20.5,90,,,230,7.6,,,,
2019-07-19,00,21.8,20.1,90,,,230,7.6,,,,
2019-07-19,03,21.8,20.1,90,,,230,3.6,,,,
2019-07-19,06,25.0,19.8,73,,,230,3.6,,,,
2019-07-19,09,27.4,20.0,64,,,,0.0,,,,
2019-07-19,12,26.0,16.8,57,,,270,3.6,,,,
2019-07-19,15,22.8,20.7,88,,,230,7.6,,,,
2019-07-19,18,22.2,19.7,86,,,230,9.4,,,,
2019-07-19,21,21.6,19.2,86,,,230,7.6,,,,
2019-07-20,00,21.0,18.9,88,,,230,7.6,,,,
2019-07-20,03,21.2,18.0,82,,,230,3.6,,,,
2019-07-20,06,24.4,19.9,76,,,230,3.6,,,,
2019-07-20,09,27.4,20.2,65,,,230,18.4,,,,
2019-07-20,12,26.0,19.4,67,,,230,14.8,,,,
2019-07-20,15,23.4,18.5,74,,,230,14.8,,,,
2019-07-20,18,22.4,19.4,83,,,230,11.2,,,,
2019-07-20,21,21.4,19.5,89,,,230,14.8,,,,
